Time21_5,Latitude,Longitude,HalfAngle,Speed,Type,AssociatedCMEID
2010-11-26T13:46Z,-30.0,-151.0,28.0,576.0,C,2010-11-26T07:30:00-CME-001
2010-12-05T08:42Z,-5.0,106.0,30.0,740.0,C,2010-12-05T01:00:00-CME-001
2010-12-07T00:45Z,-35.0,-63.0,37.0,630.0,C,2010-12-06T18:30:00-CME-001
2010-12-07T22:00Z,5.0,60.0,28.0,350.0,S,2010-12-07T09:24:00-CME-001
2010-12-12T09:10Z,-10.0,50.0,38.0,750.0,C,2010-12-12T05:00:00-CME-001
2010-12-12T14:30Z,44.0,-24.0,21.0,400.0,S,2010-12-12T07:00:00-CME-001
2010-12-16T16:49Z,42.0,45.0,15.0,480.0,S,2010-12-16T09:12:00-CME-001
2010-12-23T18:30Z,-13.0,30.0,32.0,305.0,S,2010-12-23T05:24:00-CME-001
2010-12-24T17:05Z,3.0,73.0,28.0,500.0,C,2010-12-24T05:48:00-CME-001
2011-01-03T04:58Z,2.0,119.0,35.0,300.0,S,2011-01-02T18:00:00-CME-001
2011-01-09T01:10Z,-15.0,-64.0,20.0,350.0,S,2011-01-08T05:48:00-CME-001
2011-01-10T10:53Z,46.0,38.0,25.0,330.0,S,2011-01-09T19:24:00-CME-001
2011-01-12T15:25Z,-13.0,125.0,35.0,650.0,C,2011-01-12T10:00:00-CME-001
2011-01-13T15:00Z,16.0,-125.0,42.0,680.0,C,2011-01-13T09:00:00-CME-001
2011-01-14T09:10Z,12.0,-101.0,39.0,650.0,C,2011-01-14T03:00:00-CME-001
2011-01-16T23:00Z,25.0,-80.0,39.0,350.0,S,2011-01-16T14:12:00-CME-001
2011-01-23T08:38Z,23.0,117.0,35.0,564.0,C,2011-01-23T01:00:00-CME-001
2011-01-24T11:10Z,-7.0,40.0,25.0,510.0,C,2011-01-24T03:00:00-CME-001
2011-01-28T09:57Z,36.0,123.0,27.0,380.0,S,2011-01-28T01:25:00-CME-001
2011-02-15T06:25Z,-20.0,15.0,35.0,920.0,C,2011-02-15T02:25:00-CME-001
2011-02-16T09:40Z,30.0,-40.0,30.0,560.0,C,2011-02-16T02:36:00-CME-001
2011-02-24T12:10Z,-18.0,-100.0,22.0,900.0,C,2011-02-24T08:00:00-CME-001
2011-02-26T21:00Z,40.0,110.0,30.0,580.0,C,2011-02-26T00:00:00-CME-001
2011-03-03T14:30Z,-23.0,17.0,30.0,400.0,S,2011-03-03T06:24:00-CME-001
2011-03-04T04:55Z,13.0,-64.0,40.0,540.0,C,2011-03-03T21:24:00-CME-001
2011-03-04T13:47Z,10.0,-66.0,25.0,400.0,S,2011-03-04T05:36:00-CME-001
2011-03-07T19:52Z,15.0,-13.0,35.0,710.0,C,2011-03-07T14:40:00-CME-001
2011-03-07T21:40Z,17.0,50.0,45.0,1980.0,O,2011-03-07T20:12:00-CME-001
2011-03-08T08:30Z,-8.0,-64.0,38.0,840.0,C,2011-03-08T05:00:00-CME-001
2011-03-09T03:01Z,-40.0,81.0,35.0,550.0,C,2011-03-08T20:50:00-CME-001
2011-03-12T08:30Z,-22.0,139.0,31.0,700.0,C,2011-03-12T02:00:00-CME-001
2011-03-14T16:41Z,32.0,-44.0,38.0,360.0,S,2011-03-14T07:24:00-CME-001
2011-03-16T23:00Z,17.0,75.0,37.0,690.0,C,2011-03-16T20:18:00-CME-001
2011-03-17T17:40Z,-15.0,-150.0,30.0,900.0,C,2011-03-17T13:09:00-CME-001
2011-03-21T06:20Z,20.0,130.0,70.0,1000.0,O,2011-03-21T02:54:00-CME-001
2011-03-26T09:22Z,7.0,-125.0,38.0,1005.0,O,2011-03-26T06:24:00-CME-001
2011-03-27T08:50Z,18.0,-120.0,20.0,990.0,C,2011-03-27T05:30:00-CME-001
2011-03-28T22:43Z,35.0,-140.0,30.0,500.0,C,2011-03-28T15:48:00-CME-001
2011-03-29T23:11Z,6.0,-115.0,66.0,1320.0,O,2011-03-29T20:36:00-CME-001
2011-04-04T11:01Z,15.0,-110.0,26.0,730.0,C,2011-04-04T03:24:00-CME-001
2011-04-04T08:33Z,8.0,60.0,22.0,950.0,C,2011-04-04T04:09:00-CME-001
2011-04-07T14:00Z,-5.0,-20.0,38.0,550.0,C,2011-04-07T06:12:00-CME-001
2011-04-07T15:45Z,-37.0,140.0,39.0,990.0,C,2011-04-07T12:20:00-CME-001
2011-04-08T05:15Z,-1.0,139.0,33.0,580.0,C,2011-04-07T20:24:00-CME-001
2011-04-10T17:00Z,50.0,-70.0,20.0,450.0,S,2011-04-10T03:12:00-CME-001
2011-04-12T06:50Z,20.0,60.0,35.0,550.0,C,2011-04-11T23:05:00-CME-001
2011-04-17T14:50Z,37.0,-15.0,45.0,300.0,S,2011-04-17T01:25:00-CME-001
2011-04-17T18:33Z,9.0,155.0,30.0,1355.0,O,2011-04-17T15:54:00-CME-001
2011-04-25T04:55Z,9.0,-131.0,25.0,455.0,S,2011-04-24T21:36:00-CME-001
2011-04-27T06:25Z,25.0,-57.0,20.0,950.0,C,2011-04-27T02:48:00-CME-001
2011-04-27T13:34Z,35.0,150.0,30.0,640.0,C,2011-04-27T07:48:00-CME-001
2011-04-30T10:45Z,-5.0,-105.0,23.0,270.0,S,2011-04-29T20:48:00-CME-001
2011-05-01T23:20Z,18.0,-65.0,32.0,580.0,C,2011-05-01T14:24:00-CME-001
2011-05-03T22:40Z,15.0,40.0,31.0,620.0,C,2011-05-03T15:54:00-CME-001
2011-05-06T13:34Z,22.0,-165.0,69.0,850.0,C,2011-05-06T09:25:00-CME-001
2011-05-09T23:44Z,21.0,-68.0,58.0,1300.0,O,2011-05-09T21:00:00-CME-001
2011-05-11T13:00Z,5.0,50.0,33.0,350.0,S,2011-05-11T02:48:00-CME-001
2011-05-18T22:00Z,-15.0,86.0,25.0,760.0,C,2011-05-18T18:54:00-CME-001
2011-05-19T10:35Z,20.0,36.0,20.0,611.0,C,2011-05-19T04:36:00-CME-001
2011-05-25T04:07Z,14.0,117.0,45.0,610.0,C,2011-05-24T23:54:00-CME-001
2011-05-29T15:15Z,-5.0,-55.0,38.0,850.0,C,2011-05-29T11:30:00-CME-001
2011-05-30T00:10Z,-5.0,-55.0,40.0,915.0,C,2011-05-29T21:30:00-CME-001
2011-06-02T11:25Z,-5.0,-30.0,30.0,950.0,C,2011-06-02T07:40:00-CME-001
2011-06-04T09:50Z,25.0,117.0,40.0,1050.0,O,2011-06-04T07:09:00-CME-001
2011-06-04T23:15Z,16.0,140.0,60.0,2500.0,R,2011-06-04T22:09:00-CME-001
2011-06-05T12:16Z,35.0,-54.0,50.0,760.0,C,2011-06-05T06:24:00-CME-001
2011-06-06T12:45Z,-45.0,101.0,35.0,750.0,C,2011-06-06T08:54:00-CME-001
2011-06-07T09:02Z,-25.0,52.0,46.0,1400.0,O,2011-06-07T06:50:00-CME-001
2011-06-07T22:08Z,15.0,158.0,60.0,1500.0,O,2011-06-07T19:10:00-CME-001
2011-06-08T19:26Z,34.0,144.0,40.0,320.0,S,2011-06-08T18:00:00-CME-001
2011-06-13T07:45Z,-15.0,-160.0,43.0,830.0,C,2011-06-13T04:40:00-CME-001
2011-06-14T12:45Z,5.0,-45.0,43.0,830.0,C,2011-06-14T08:10:00-CME-001
2011-06-19T22:38Z,-16.0,-50.0,24.0,583.0,C,2011-06-19T16:48:00-CME-001
2011-06-21T00:30Z,10.0,-145.0,30.0,560.0,C,2011-06-20T18:00:00-CME-001
2011-06-21T06:15Z,5.0,-7.0,40.0,1000.0,O,2011-06-21T03:09:00-CME-001
2011-06-23T23:30Z,2.0,-40.0,35.0,350.0,S,2011-06-23T12:39:00-CME-001
2011-06-29T09:19Z,42.0,-116.0,30.0,330.0,S,2011-06-28T18:09:00-CME-001
2011-06-29T07:00Z,-20.0,60.0,25.0,490.0,S,2011-06-29T01:25:00-CME-001
2011-07-09T04:40Z,-25.0,-30.0,33.0,850.0,C,2011-07-09T00:54:00-CME-001
2011-07-09T20:27Z,20.0,112.0,24.0,838.0,C,2011-07-09T17:42:00-CME-001
2011-07-22T01:18Z,-20.0,-131.0,26.0,608.0,C,2011-07-21T23:18:00-CME-001
2011-07-23T18:20Z,-4.0,-122.0,28.0,640.0,C,2011-07-23T12:48:00-CME-001
2011-07-25T04:40Z,45.0,50.0,32.0,320.0,S,2011-07-24T17:39:00-CME-001
2011-07-25T23:20Z,-8.0,170.0,43.0,660.0,C,2011-07-24T20:18:00-CME-001
2011-07-27T11:39Z,32.0,-33.0,39.0,616.0,C,2011-07-27T06:24:00-CME-001
2011-07-29T04:20Z,-29.0,150.0,34.0,440.0,S,2011-07-28T17:54:00-CME-001
2011-08-02T10:19Z,4.0,15.0,35.0,900.0,C,2011-08-02T06:40:00-CME-001
2011-08-03T16:19Z,15.0,30.0,44.0,1320.0,O,2011-08-03T13:55:00-CME-001
2011-08-04T05:45Z,14.0,40.0,60.0,1950.0,O,2011-08-04T04:10:00-CME-001
2011-08-06T21:11Z,-15.0,60.0,32.0,430.0,S,2011-08-06T13:00:00-CME-001
2011-08-08T21:47Z,0.0,60.0,20.0,850.0,C,2011-08-08T18:00:00-CME-001
2011-08-09T11:09Z,-12.0,62.0,20.0,1175.0,O,2011-08-09T08:30:00-CME-001
2011-08-11T15:50Z,-3.0,77.0,40.0,600.0,C,2011-08-11T11:06:00-CME-001
2011-08-12T17:00Z,39.0,-30.0,35.0,410.0,S,2011-08-12T10:00:00-CME-001
2011-08-14T19:05Z,-15.0,168.0,18.0,300.0,S,2011-08-13T09:00:00-CME-001
2011-08-13T15:00Z,22.0,141.0,30.0,800.0,C,2011-08-13T10:36:00-CME-001
2011-08-16T12:12Z,24.0,143.0,30.0,992.0,C,2011-08-16T08:54:00-CME-001
2011-08-17T08:44Z,-25.0,-56.0,25.0,595.0,C,2011-08-17T03:24:00-CME-001
2011-08-17T11:11Z,0.0,0.0,40.0,1000.0,O,2011-08-17T04:39:00-CME-001
2011-09-01T15:50Z,20.0,64.0,15.0,260.0,S,2011-08-31T23:39:00-CME-001
2011-09-02T17:50Z,-18.0,-32.0,25.0,390.0,S,2011-09-02T06:30:00-CME-001
2011-09-04T00:00Z,16.0,150.0,30.0,360.0,S,2011-09-03T04:24:00-CME-001
2011-09-05T07:22Z,36.0,74.0,40.0,606.0,C,2011-09-05T02:00:00-CME-001
2011-09-06T15:00Z,24.0,15.0,25.0,300.0,S,2011-09-06T02:09:00-CME-001
2011-09-06T10:44Z,30.0,100.0,25.0,670.0,C,2011-09-06T05:54:00-CME-001
2011-09-07T03:50Z,20.0,20.0,30.0,650.0,C,2011-09-06T22:40:00-CME-001
2011-09-07T23:48Z,16.0,-148.0,45.0,632.0,C,2011-09-07T19:00:00-CME-001
2011-09-08T01:32Z,43.0,120.0,23.0,621.0,C,2011-09-07T20:12:00-CME-001
2011-09-08T04:00Z,28.0,40.0,33.0,750.0,C,2011-09-07T23:24:00-CME-001
2011-09-09T01:37Z,35.0,130.0,40.0,1040.0,O,2011-09-08T23:09:00-CME-001
2011-09-09T16:40Z,-3.0,40.0,30.0,420.0,S,2011-09-08T23:09:00-CME-002
2011-09-10T09:28Z,49.0,17.0,29.0,603.0,C,2011-09-10T03:54:00-CME-001
2011-09-10T14:35Z,14.0,64.0,42.0,899.0,C,2011-09-10T10:24:00-CME-001
2011-09-11T14:41Z,13.0,-121.0,26.0,713.0,C,2011-09-11T06:12:00-CME-001
2011-09-13T18:00Z,49.0,96.0,45.0,680.0,C,2011-09-13T12:48:00-CME-001
2011-09-14T05:30Z,21.0,38.0,46.0,600.0,C,2011-09-14T01:54:00-CME-001
2011-09-15T05:00Z,-12.0,46.0,24.0,520.0,C,2011-09-14T22:09:00-CME-001
2011-09-17T05:50Z,25.0,58.0,25.0,630.0,C,2011-09-17T00:00:00-CME-001
2011-09-19T09:38Z,21.0,-126.0,40.0,355.0,S,2011-09-19T02:09:00-CME-001
2011-09-19T10:44Z,22.0,-48.0,56.0,720.0,C,2011-09-19T06:54:00-CME-001
2011-09-19T15:20Z,14.0,149.0,30.0,640.0,C,2011-09-19T07:24:00-CME-001
2011-09-19T16:20Z,20.0,-65.0,30.0,620.0,C,2011-09-19T10:24:00-CME-001
2011-09-20T05:21Z,26.0,-109.0,32.0,458.0,S,2011-09-19T17:06:00-CME-001
2011-09-22T02:00Z,5.0,125.0,60.0,1500.0,O,2011-09-21T22:24:00-CME-001
0011-09-22T14:00Z,10.0,-90.0,70.0,1000.0,O,2011-09-22T11:24:00-CME-001
2011-09-22T14:00Z,5.0,-90.0,70.0,1150.0,O,2011-09-22T14:10:00-CME-001
2011-09-24T03:04Z,33.0,-50.0,24.0,637.0,C,2011-09-23T22:39:00-CME-001
2011-09-24T15:26Z,-9.0,-50.0,20.0,634.0,C,2011-09-24T10:24:00-CME-001
2011-09-24T14:46Z,12.0,-45.0,50.0,1507.0,O,2011-09-24T13:09:00-CME-001
2011-09-25T00:03Z,35.0,-25.0,35.0,700.0,C,2011-09-24T22:00:00-CME-001
2011-09-25T08:16Z,-30.0,50.0,20.0,500.0,C,2011-09-25T01:54:00-CME-001
2011-09-25T09:04Z,-19.0,52.0,30.0,681.0,C,2011-09-25T03:39:00-CME-001
2011-09-29T01:47Z,-5.0,75.0,30.0,400.0,S,2011-09-28T16:24:00-CME-001
2011-09-30T01:24Z,27.0,-156.0,34.0,540.0,C,2011-09-29T18:54:00-CME-001
2011-09-30T00:21Z,-26.0,139.0,40.0,650.0,C,2011-09-29T19:39:00-CME-001
2011-10-01T23:00Z,0.0,-120.0,45.0,1500.0,O,2011-09-30T19:54:00-CME-001
2011-10-01T19:22Z,38.0,55.0,23.0,330.0,S,2011-10-01T09:54:00-CME-001
2011-10-01T20:38Z,1.0,-4.0,25.0,335.0,S,2011-10-01T10:24:00-CME-001
2011-10-02T08:30Z,10.0,-6.0,28.0,500.0,C,2011-10-02T01:54:00-CME-001
2011-10-04T15:23Z,35.0,-155.0,50.0,1370.0,O,2011-10-04T13:10:00-CME-001
2011-10-06T03:16Z,-33.0,-30.0,23.0,350.0,S,2011-10-05T18:54:00-CME-001
2011-10-05T03:15Z,-5.0,44.0,30.0,450.0,S,2011-10-05T19:09:00-CME-001
2011-10-13T14:44Z,40.0,-110.0,36.0,330.0,S,2011-10-13T02:32:00-CME-001
2011-10-13T10:05Z,28.0,142.0,33.0,509.0,C,2011-10-13T03:17:00-CME-001
2011-10-14T17:20Z,41.0,-163.0,34.0,460.0,S,2011-10-14T09:12:00-CME-001
2011-10-14T17:55Z,4.0,-133.0,54.0,700.0,C,2011-10-14T12:24:00-CME-001
2011-10-15T04:20Z,30.0,-130.0,30.0,650.0,C,2011-10-14T21:09:00-CME-001
2011-10-15T13:08Z,-9.0,-160.0,20.0,544.0,C,2011-10-15T06:24:00-CME-001
2011-10-15T14:25Z,20.0,-90.0,20.0,543.0,C,2011-10-15T09:18:00-CME-001
2011-10-17T00:42Z,30.0,60.0,25.0,537.0,C,2011-10-16T16:48:00-CME-001
2011-10-18T17:34Z,-36.0,105.0,33.0,380.0,S,2011-10-18T09:12:00-CME-001
2011-10-20T11:55Z,28.0,127.0,36.0,340.0,S,2011-10-20T03:54:00-CME-001
2011-10-21T17:50Z,28.0,152.0,30.0,374.0,S,2011-10-21T09:24:00-CME-001
2011-10-22T05:38Z,-25.0,59.0,29.0,276.0,S,2011-10-21T13:54:00-CME-001
2011-10-22T10:21Z,70.0,-40.0,25.0,294.0,S,2011-10-21T21:54:00-CME-001
2011-10-22T07:20Z,50.0,25.0,46.0,590.0,C,2011-10-22T01:36:00-CME-001
2011-10-22T14:35Z,52.0,90.0,55.0,990.0,C,2011-10-22T11:20:00-CME-001
2011-10-25T17:44Z,-4.0,-75.0,25.0,380.0,S,2011-10-25T07:12:00-CME-001
2011-10-26T18:20Z,10.0,31.0,37.0,470.0,S,2011-10-26T10:24:00-CME-001
2011-10-27T17:30Z,23.0,-35.0,25.0,730.0,C,2011-10-27T12:24:00-CME-001
2011-10-28T11:00Z,-33.0,130.0,30.0,320.0,S,2011-10-28T01:09:00-CME-001
2011-10-30T03:20Z,35.0,-128.0,45.0,350.0,S,2011-10-29T16:55:00-CME-001
2011-11-02T11:07Z,29.0,-53.0,20.0,500.0,C,2011-11-01T16:54:00-CME-001
2011-11-03T07:00Z,23.0,-65.0,37.0,400.0,S,2011-11-02T20:39:00-CME-001
2011-11-04T01:00Z,-7.0,-160.0,65.0,1100.0,O,2011-11-03T22:39:00-CME-001
2011-11-04T07:00Z,0.0,-130.0,60.0,560.0,C,2011-11-04T03:24:00-CME-001
2011-11-05T15:06Z,45.0,60.0,30.0,330.0,S,2011-11-05T01:25:00-CME-001
2011-11-08T05:08Z,34.0,47.0,26.0,680.0,C,2011-11-08T00:00:00-CME-001
2011-11-09T15:11Z,-35.0,-44.0,35.0,560.0,C,2011-11-09T09:09:00-CME-001
2011-11-09T16:20Z,24.0,-35.0,38.0,1150.0,O,2011-11-09T13:39:00-CME-001
2011-11-10T14:22Z,-24.0,63.0,20.0,299.0,S,2011-11-09T18:36:00-CME-001
2011-11-10T10:35Z,19.0,119.0,35.0,550.0,C,2011-11-10T04:39:00-CME-001
2011-11-11T11:11Z,-30.0,58.0,30.0,800.0,C,2011-11-11T07:09:00-CME-001
2011-11-12T23:24Z,-3.0,-110.0,70.0,695.0,C,2011-11-12T18:36:00-CME-001
2011-11-13T22:22Z,15.0,176.0,60.0,888.0,C,2011-11-13T18:36:00-CME-001
2011-11-15T03:13Z,62.0,-56.0,30.0,675.0,C,2011-11-14T19:09:00-CME-001
2011-11-15T02:05Z,-35.0,10.0,30.0,344.0,S,2011-11-14T20:39:00-CME-001
2011-11-15T09:55Z,3.0,-142.0,42.0,766.0,C,2011-11-15T05:36:00-CME-001
2011-11-15T19:28Z,62.0,58.0,24.0,444.0,S,2011-11-15T09:48:00-CME-001
2011-11-16T06:36Z,-22.0,-80.0,27.0,379.0,S,2011-11-15T19:24:00-CME-001
2011-11-17T04:36Z,25.0,90.0,30.0,269.0,S,2011-11-16T15:24:00-CME-001
2011-11-18T03:43Z,-15.0,41.0,25.0,385.0,S,2011-11-17T17:24:00-CME-001
2011-11-18T01:11Z,27.0,-118.0,49.0,773.0,C,2011-11-17T20:36:00-CME-001
2011-11-18T06:36Z,40.0,98.0,20.0,465.0,S,2011-11-18T00:00:00-CME-001
2011-11-18T08:14Z,45.0,98.0,35.0,674.0,C,2011-11-18T02:48:00-CME-001
2011-11-21T00:25Z,5.0,65.0,52.0,430.0,S,2011-11-20T16:09:00-CME-001
2011-11-21T03:35Z,22.0,-165.0,26.0,730.0,C,2011-11-20T22:54:00-CME-001
2011-11-23T03:51Z,47.0,120.0,22.0,136.0,S,2011-11-22T03:48:00-CME-001
2011-11-22T10:47Z,3.0,-47.0,34.0,778.0,C,2011-11-22T06:36:00-CME-001
2011-11-23T03:24Z,40.0,61.0,39.0,718.0,C,2011-11-22T22:24:00-CME-001
2011-11-25T17:33Z,38.0,-105.0,18.0,330.0,S,2011-11-25T07:18:00-CME-001
2011-11-26T11:30Z,23.0,45.0,72.0,930.0,C,2011-11-26T07:12:00-CME-001
2011-11-27T18:01Z,-7.0,90.0,30.0,550.0,C,2011-11-27T10:36:00-CME-001
2011-11-28T15:14Z,25.0,-50.0,35.0,454.0,S,2011-11-28T07:39:00-CME-001
2011-11-30T05:00Z,-40.0,-160.0,40.0,560.0,C,2011-11-29T23:54:00-CME-001
2011-12-01T10:00Z,-36.0,-150.0,40.0,250.0,S,2011-11-30T23:54:00-CME-001
2011-12-01T04:45Z,15.0,40.0,30.0,525.0,C,2011-11-30T23:54:00-CME-002
2011-12-01T16:00Z,17.0,80.0,25.0,350.0,S,2011-12-01T10:30:00-CME-001
2011-12-03T03:40Z,52.0,80.0,37.0,500.0,C,2011-12-02T20:54:00-CME-001
2011-12-03T15:33Z,-21.0,134.0,40.0,512.0,C,2011-12-03T07:48:00-CME-001
2011-12-03T17:21Z,30.0,97.0,30.0,622.0,C,2011-12-03T11:24:00-CME-001
2011-12-04T04:30Z,65.0,-175.0,20.0,470.0,S,2011-12-03T15:54:00-CME-001
2011-12-05T02:35Z,-18.0,160.0,25.0,270.0,S,2011-12-04T14:00:00-CME-001
2011-12-05T03:00Z,43.0,72.0,46.0,520.0,C,2011-12-04T20:39:00-CME-001
2011-12-06T15:30Z,24.0,146.0,44.0,669.0,C,2011-12-06T10:12:00-CME-001
2011-12-07T11:29Z,32.0,169.0,39.0,607.0,C,2011-12-07T05:36:00-CME-001
2011-12-07T14:24Z,20.0,169.0,44.0,724.0,C,2011-12-07T09:39:00-CME-001
2011-12-08T02:33Z,4.0,-160.0,17.0,396.0,S,2011-12-07T21:54:00-CME-001
2011-12-09T01:11Z,-40.0,-81.0,26.0,419.0,S,2011-12-08T11:12:00-CME-001
2011-12-09T18:56Z,17.0,-66.0,27.0,292.0,S,2011-12-09T04:28:00-CME-001
2011-12-09T14:19Z,-30.0,149.0,26.0,808.0,C,2011-12-09T06:36:00-CME-001
2011-12-09T19:53Z,-1.0,-158.0,32.0,436.0,S,2011-12-09T12:09:00-CME-001
2011-12-11T15:10Z,21.0,-34.0,35.0,500.0,C,2011-12-11T08:48:00-CME-001
2011-12-11T17:13Z,21.0,-31.0,25.0,445.0,S,2011-12-11T10:09:00-CME-001
2011-12-13T09:07Z,-30.0,53.0,20.0,468.0,S,2011-12-13T02:12:00-CME-001
2011-12-13T05:09Z,51.0,112.0,30.0,360.0,S,2011-12-13T23:24:00-CME-001
2011-12-14T09:43Z,-9.0,94.0,25.0,817.0,C,2011-12-14T03:56:00-CME-001
2011-12-14T18:45Z,-21.0,45.0,36.0,407.0,S,2011-12-14T11:39:00-CME-001
2011-12-14T20:52Z,20.0,-144.0,32.0,554.0,C,2011-12-14T15:24:00-CME-001
2011-12-15T15:32Z,-23.0,57.0,25.0,374.0,S,2011-12-15T04:39:00-CME-001
2011-12-17T13:09Z,66.0,80.0,33.0,521.0,C,2011-12-17T05:12:00-CME-001
2011-12-17T13:54Z,47.0,156.0,40.0,1157.0,O,2011-12-17T11:00:00-CME-001
2011-12-21T06:50Z,-28.0,-137.0,28.0,800.0,C,2011-12-21T03:12:00-CME-001
2011-12-21T05:33Z,-40.0,-137.0,30.0,1300.0,O,2011-12-21T03:24:00-CME-001
2011-12-23T14:00Z,17.0,145.0,30.0,330.0,S,2011-12-23T02:48:00-CME-001
2011-12-23T10:32Z,-17.0,-128.0,20.0,572.0,C,2011-12-23T04:17:00-CME-001
2011-12-23T15:13Z,4.0,-85.0,20.0,275.0,S,2011-12-23T07:24:00-CME-001
2011-12-24T08:45Z,17.0,-70.0,40.0,520.0,C,2011-12-24T00:54:00-CME-001
2011-12-24T14:00Z,-15.0,-75.0,25.0,600.0,C,2011-12-24T09:18:00-CME-001
2011-12-24T21:00Z,2.0,48.0,30.0,500.0,C,2011-12-24T14:30:00-CME-001
2011-12-25T07:50Z,35.0,0.0,30.0,480.0,S,2011-12-25T01:24:00-CME-001
2011-12-26T00:45Z,-10.0,20.0,35.0,650.0,C,2011-12-25T19:24:00-CME-001
2011-12-26T00:35Z,-8.0,40.0,36.0,770.0,C,2011-12-25T20:54:00-CME-001
2011-12-26T16:44Z,21.0,0.0,30.0,721.0,C,2011-12-26T11:54:00-CME-001
2011-12-27T08:52Z,-3.0,-40.0,25.0,778.0,C,2011-12-27T04:54:00-CME-001
2011-12-28T00:41Z,-10.0,29.0,20.0,353.0,S,2011-12-27T13:39:00-CME-001
2011-12-30T01:39Z,20.0,88.0,30.0,400.0,S,2011-12-29T17:06:00-CME-001
2011-12-31T03:40Z,60.0,-169.0,33.0,450.0,S,2011-12-30T19:39:00-CME-001
2011-12-31T04:24Z,-15.0,130.0,25.0,432.0,S,2011-12-30T21:24:00-CME-001
2012-01-01T18:17Z,8.0,142.0,45.0,820.0,C,2012-01-01T13:36:00-CME-001
2012-01-02T06:39Z,-18.0,152.0,51.0,683.0,C,2012-01-02T02:12:00-CME-001
2012-01-02T18:09Z,-17.0,99.0,50.0,1152.0,O,2012-01-02T15:24:00-CME-001
2012-01-04T00:47Z,18.0,-61.0,34.0,318.0,S,2012-01-03T11:24:00-CME-001
